BCBS_Name,Acronym
Blue Cross Blue Shield of Alabama,UNH
Anthem BCBS of Wisconsin,UNI
Blue Cross Blue Shield of Massachusetts,UNJ
BCBS of Tennessee,UNK
Blue Cross of California,UNL
CareFirst BCBS,UNM
Premera Blue Cross,UNN
Blue Cross of California,UNO
Blue Cross Blue Shield of Michigan,UNP
CareFirst BCBS,UNQ
Blue Cross of California,UNR
Empire Blue Cross Blue Shield,UNS
Empire Blue Cross Blue Shield,UNT
Wellmark BCBS,UNU
Anthem BCBS of Ohio,UNV
Blue Cross Blue Shield of South Carolina,UNW
Anthem BCBS of Connecticut,UNX
Unassigned,UNY
Empire Blue Cross Blue Shield,UNZ
Wellmark BCBS,UOA
Wellmark BCBS,UOB
Blue Cross Blue Shield of Illinois,UOC
Wellmark BCBS,UOD
Blue Cross Blue Shield of Illinois,UOE
Blue Cross Blue Shield of Michigan,UOF
Horizon Blue Cross Blue Shield of New Jersey,UOG
Premera Blue Cross,UOH
Blue Cross of Idaho,UOI
Horizon Blue Cross Blue Shield of New Jersey,UOJ
Horizon Blue Cross Blue Shield of New Jersey,UOK
Blue Shield of California,UOL
Blue Cross Blue Shield of Michigan,UOM
Wellmark BCBS,UON
Blue Cross Blue Shield of Michigan,UOO
Anthem BCBS of Ohio,UOP
Horizon Blue Cross Blue Shield of New Jersey,UOQ
BCBS of Florida,UOR
Premera Blue Cross,UOS
Blue Shield of California,UOT
Regence Blue Cross Blue Shield of Oregon,UOU
Horizon Blue Cross Blue Shield of New Jersey,UOV
Unassigned,UOW
Anthem BCBS of Ohio,UOX
Blue Cross Blue Shield of Michigan,UOY
Highmark BCBS of Pennsylvania,UOZ
Blue Cross Blue Shield of Illinois,UPA
Independence Blue Cross,UPB
CareFirst BCBS,UPC
Anthem BCBS of Wisconsin,UPD
Blue Cross Blue Shield of Texas,UPE
Wellmark BCBS,UPF
Anthem BCBS of Ohio,UPG
Blue Cross Blue Shield of Illinois,UPH
Blue Cross Blue Shield of Alabama,UPI
Premera Blue Cross,UPJ
Blue Cross Blue Shield of Minnesota,UPK
Unassigned,UPL
Blue Cross Blue Shield of Rhode Island,UPM
Wellmark BCBS,UPN
Blue Shield of Northeastern New York,UPO
Blue Cross Blue Shield of Texas,UPP
BCBS of Western New York,UPQ
Highmark BCBS of Pennsylvania,UPR
Wellmark BCBS,UPS
Blue Cross Blue Shield of Illinois,UPT
Blue Cross Blue Shield of Illinois,UPU
Independence Blue Cross,UPV
Anthem BCBS of Nevada,UPW
Blue Cross Blue Shield of Texas,UPX
Blue Cross Blue Shield of Alabama,UPY
Blue Shield of California,UPZ
BCBS of Western New York,UQA
Wellmark BCBS,UQB
Unassigned,UQC
Wellmark BCBS,UQD
Empire Blue Cross Blue Shield,UQE
Capital BlueCross,UQF
Premera Blue Cross,UQG
Highmark BCBS of Pennsylvania,UQH
Regence Blue Cross Blue Shield of Oregon,UQI
Anthem BCBS of Colorado,UQJ
Anthem BCBS of Connecticut,UQK
CareFirst BCBS,UQL
Anthem BCBS of Kentucky,UQM
Capital BlueCross,UQN
Regence Blue Cross Blue Shield of Oregon,UQO
Anthem BCBS of Ohio,UQP
Blue Cross Blue Shield of Michigan,UQQ
Blue Cross Blue Shield of Massachusetts,UQR
Blue Cross of California,UQS
BCBS of Western New York,UQT
Blue Cross Blue Shield of Michigan,UQU
Anthem BCBS of Ohio,UQV
Horizon Blue Cross Blue Shield of New Jersey,UQW
Blue Cross Blue Shield of South Carolina,UQX
Blue Cross Blue Shield of Rhode Island,UQY
Regence Blue Cross Blue Shield of Oregon,UQZ
Blue Cross Blue Shield of Illinois,URA
Blue Cross of California,URB
Anthem BCBS of Virginia,URC
Anthem BCBS of Virginia,URD
Blue Cross Blue Shield of Texas,URE
Regence Blue Shield of Washington,URF
Horizon Blue Cross Blue Shield of New Jersey,URG
BCBS of Tennessee,URH
Independence Blue Cross,URI
Anthem BCBS of Nevada,URJ
Blue Cross Blue Shield of Illinois,URK
Excellus BCBS,URL
Blue Cross of California,URM
Blue Cross Blue Shield of Illinois,URN
Blue Cross Blue Shield of Michigan,URO
Blue Cross Blue Shield of Michigan,URP
Highmark BCBS of Pennsylvania,URQ
Blue Cross Blue Shield of South Carolina,URR
Blue Shield of California,URS
Anthem BCBS of Virginia,URT
Blue Cross Blue Shield of Michigan,URU
Blue Cross Blue Shield of Illinois,URV
Wellmark BCBS,URW
Blue Cross Blue Shield of Minnesota,URX
Blue Cross Blue Shield of Georgia,URY
Wellmark BCBS,URZ
Blue Cross of California,USA
Regence Blue Shield of Washington,USB
Highmark BCBS of Pennsylvania,USC
Highmark BCBS of Pennsylvania,USD
Blue Cross Blue Shield of Texas,USE
Blue Cross Blue Shield of South Carolina,USF
Anthem BCBS of Virginia,USG
Blue Cross Blue Shield of Alabama,USH
Anthem BCBS of Virginia,USI
Empire Blue Cross Blue Shield,USJ
Blue Cross Blue Shield of South Carolina,USK
Anthem BCBS of Virginia,USL
Blue Shield of California,USM
Blue Cross Blue Shield of Oklahoma,USN
BCBS of Florida,USO
Anthem BCBS of Ohio,USP
Anthem BCBS of Ohio,USQ
Excellus BCBS,USR
Blue Cross Blue Shield of Texas,USS
Blue Cross Blue Shield of Illinois,UST
Empire Blue Cross Blue Shield,USU
Anthem BCBS of Ohio,USV
Highmark BCBS of Pennsylvania,USW
Empire Blue Cross Blue Shield,USX
Blue Cross Blue Shield of South Carolina,USY
Blue Cross Blue Shield of North Dakota,USZ
Anthem BCBS of Ohio,UTA
Anthem BCBS of Virginia,UTB
Blue Cross Blue Shield of Illinois,UTC
Blue Cross Blue Shield of Illinois,UTD
Blue Cross Blue Shield of North Carolina,UTE
Independence Blue Cross,UTF
Anthem BCBS of Ohio,UTG
Blue Cross Blue Shield of South Carolina,UTH
Blue Shield of California,UTI
Blue Cross Blue Shield of Massachusetts,UTJ
Blue Cross Blue Shield of Arizona,UTK
Blue Cross Blue Shield of Illinois,UTL
Blue Cross of California,UTM
Blue Cross Blue Shield of Illinois,UTN
Blue Shield of California,UTO
Anthem BCBS of Virginia,UTP
Independence Blue Cross,UTQ
Independence Blue Cross,UTR
Blue Cross Blue Shield of Texas,UTS
Empire Blue Cross Blue Shield,UTT
Blue Cross Blue Shield of Georgia,UTU
Blue Cross Blue Shield of Illinois,UTV
Blue Cross Blue Shield of Michigan,UTW
Anthem BCBS of Connecticut,UTX
Blue Cross Blue Shield of Texas,UTY
BCBS of Tennessee,UTZ
Blue Cross Blue Shield of Georgia,UUA
Blue Cross of California,UUB
Blue Cross Blue Shield of Oklahoma,UUC
Blue Cross Blue Shield of Nebraska,UUD
Blue Shield of California,UUE
Blue Cross Blue Shield of Illinois,UUF
Regence Blue Shield of Washington,UUG
Blue Cross Blue Shield of South Carolina,UUH
Blue Cross Blue Shield of North Carolina,UUI
Anthem BCBS of Virginia,UUJ
Regence Blue Shield of Washington,UUK
BCBS of Tennessee,UUL
CareFirst BCBS,UUM
BCBS of Tennessee,UUN
Blue Cross Blue Shield of Michigan,UUO
Anthem BCBS of Virginia,UUP
Blue Shield of California,UUQ
Blue Cross Blue Shield of South Carolina,UUR
Blue Shield of California,UUS
Unassigned,UUT
CareFirst BCBS,UUU
Blue Cross of California,UUV
CareFirst BCBS,UUW
Blue Cross Blue Shield of Illinois,UUX
CareFirst BCBS,UUY
Blue Cross Blue Shield of Michigan,UUZ
Unassigned,UVA
Anthem BCBS of Indiana,UVB
Independence Blue Cross,UVC
Anthem BCBS of Virginia,UVD
Independence Blue Cross,UVE
Blue Cross Blue Shield of South Carolina,UVF
Wellmark BCBS,UVG
Blue Cross of California,UVH
Blue Cross Blue Shield of Michigan,UVI
Anthem BCBS of Virginia,UVJ
CareFirst BCBS,UVK
Independence Blue Cross,UVL
Anthem BCBS of Virginia,UVM
Anthem BCBS of Ohio,UVN
Blue Cross Blue Shield of Michigan,UVO
Blue Cross Blue Shield of Illinois,UVP
Blue Cross Blue Shield of Michigan,UVQ
CareFirst BCBS,UVR
Blue Cross Blue Shield of Illinois,UVS
Anthem BCBS of Virginia,UVT
Blue Cross Blue Shield of Alabama,UVU
Wellmark BCBS,UVV
Empire Blue Cross Blue Shield,UVW
CareFirst BCBS,UVX
Blue Cross of California,UVY
Blue Cross Blue Shield of Texas,UVZ
Blue Cross Blue Shield of Michigan,UWA
Anthem BCBS of Ohio,UWB
Anthem BCBS of Wisconsin,UWC
Blue Cross of California,UWD
Anthem BCBS of Ohio,UWE
Blue Cross Blue Shield of Michigan,UWF
Blue Cross Blue Shield of Michigan,UWG
Anthem BCBS of Ohio,UWH
Blue Cross of California,UWI
Unassigned,UWJ
Anthem BCBS of Ohio,UWK
