BCBS_Name,Acronym
Blue Cross Blue Shield of Michigan,GIM
Unassigned,GIN
BCBS of Tennessee,GIO
Blue Cross Blue Shield of South Carolina,GIP
Blue Cross Blue Shield of Michigan,GIQ
Highmark BCBS of Pennsylvania,GIR
BCBS of Alabama,GIS
Blue Cross Blue Shield of Georgia,GIT
Blue Cross Blue Shield of Nebraska,GIU
Blue Cross Blue Shield of Massachusetts,GIV
BCBS of Western New York,GIW
Wellmark BCBS,GIX
Anthem Blue Cross of California,GIY
Anthem Blue Cross of California,GIZ
Blue Shield of California,GJA
Anthem BCBS of Ohio,GJB
Blue Cross Blue Shield of Arkansas,GJC
Anthem BCBS of Virginia,GJD
Blue Cross Blue Shield of South Carolina,GJE
Independence Blue Cross,GJF
BCBS of Alabama,GJG
Blue Cross Blue Shield of Nebraska,GJH
Anthem Blue Cross of California,GJI
Independence Blue Cross,GJJ
CareFirst BCBS,GJK
Highmark BCBS of Pennsylvania,GJL
Empire Blue Cross Blue Shield,GJM
Anthem BCBS of Georgia,GJN
Anthem Blue Cross of California,GJO
Blue Cross Blue Shield of Illinois,GJP
Anthem BCBS of Ohio,GJQ
Blue Shield of California,GJR
Empire Blue Cross Blue Shield,GJS
CareFirst BCBS,GJT
Blue Cross Blue Shield of Massachusetts,GJU
Blue Cross Blue Shield of South Carolina,GJV
Horizon Blue Cross Blue Shield of New Jersey,GJW
Anthem BCBS of New Hampshire,GJX
CareFirst BCBS,GJY
CareFirst BCBS,GJZ
Anthem Blue Cross of California,GKA
CareFirst BCBS,GKB
Blue Cross Blue Shield of Georgia,GKC
BCBS of Alabama,GKD
CareFirst BCBS,GKE
Blue Cross Blue Shield of Kansas City,GKF
Blue Cross Blue Shield of Minnesota,GKG
Blue Cross Blue Shield of Georgia,GKH
Blue Cross Blue Shield of Michigan,GKI
Independence Blue Cross,GKJ
Independence Blue Cross,GKK
Wellmark BCBS,GKL
Highmark BCBS of Pennsylvania,GKM
BCBS of Alabama,GKN
Blue Cross Blue Shield of Michigan,GKO
Anthem BCBS of Connecticut,GKP
Blue Cross Blue Shield of Minnesota,GKQ
Blue Cross Blue Shield of Minnesota,GKR
Blue Cross Blue Shield of Minnesota,GKS
CareFirst BCBS,GKT
Blue Cross Blue Shield of Georgia,GKU
Anthem BCBS of Indiana,GKV
Wellmark BCBS,GKW
Blue Cross Blue Shield of Illinois,GKX
Anthem BCBS of Ohio,GKY
Regence Blue Cross Blue Shield of Utah,GKZ
Blue Cross Blue Shield of South Carolina,GLA
Anthem Blue Cross of California,GLB
Blue Cross Blue Shield of Michigan,GLC
BCBS of Alabama,GLD
Blue Cross Blue Shield of Georgia,GLE
CareFirst BCBS,GLF
Blue Cross Blue Shield of Michigan,GLG
Anthem Blue Cross of California,GLH
Blue Cross of Idaho,GLI
Blue Cross Blue Shield of Georgia,GLJ
Blue Cross Blue Shield of Arizona,GLK
Blue Cross Blue Shield of Georgia,GLL
Anthem Blue Cross of California,GLM
Anthem Blue Cross of California,GLN
Independence Blue Cross,GLO
Blue Shield of California,GLP
Blue Shield of California,GLQ
Blue Cross Blue Shield of Minnesota,GLR
Anthem Blue Cross of California,GLS
Blue Cross Blue Shield of Michigan,GLT
Independence Blue Cross,GLU
Blue Shield of California,GLV
Blue Cross Blue Shield of Illinois,GLW
Anthem BCBS of Ohio,GLX
Blue Cross Blue Shield of Georgia,GLY
Blue Cross Blue Shield of Massachusetts,GLZ
Anthem BCBS of Virginia,GMA
Blue Cross Blue Shield of Illinois,GMB
Blue Cross Blue Shield of Michigan,GMC
Anthem BCBS of Ohio,GMD
Blue Cross Blue Shield of Massachusetts,GME
Blue Cross of Idaho,GMF
Anthem Blue Cross of California,GMG
Blue Cross Blue Shield of Michigan,GMH
Blue Cross Blue Shield of Minnesota,GMI
Blue Cross Blue Shield of Michigan,GMJ
Blue Cross Blue Shield of Illinois,GMK
Anthem BCBS of Ohio,GML
Anthem BCBS of Kentucky,GMM
Blue Cross Blue Shield of South Carolina,GMN
Anthem Blue Cross of California,GMO
Blue Cross Blue Shield of South Carolina,GMP
Blue Cross Blue Shield of Michigan,GMQ
Anthem Blue Cross of California,GMR
Blue Cross Blue Shield of Illinois,GMS
Unassigned,GMT
Blue Cross Blue Shield of Michigan,GMU
Blue Cross Blue Shield of Michigan,GMV
Anthem BCBS of Ohio,GMW
Blue Cross of Idaho,GMX
Blue Cross of Idaho,GMY
Blue Cross Blue Shield of Texas,GMZ
Wellmark BCBS,GNA
Anthem Blue Cross of California,GNB
Blue Cross Blue Shield of Michigan,GNC
Anthem BCBS of Virginia,GND
Blue Cross Blue Shield of North Carolina,GNE
Blue Cross Blue Shield of Oklahoma,GNF
CareFirst BCBS,GNG
Anthem Blue Cross of California,GNH
Regence Blue Cross Blue Shield of Oregon,GNI
CareFirst BCBS,GNJ
Blue Cross Blue Shield of Massachusetts,GNK
CareFirst BCBS,GNL
Blue Cross Blue Shield of Georgia,GNM
Anthem Blue Cross of California,GNN
Blue Cross Blue Shield of Michigan,GNO
Blue Cross Blue Shield of South Carolina,GNP
Empire Blue Cross Blue Shield,GNQ
Blue Cross Blue Shield of Illinois,GNR
Blue Cross Blue Shield of South Carolina,GNS
Blue Cross Blue Shield of Georgia,GNT
Wellmark BCBS,GNU
Blue Cross Blue Shield of Illinois,GNV
Florida Blue,GNW
Blue Cross Blue Shield of Minnesota,GNX
Blue Cross Blue Shield of Michigan,GNY
Blue Cross of Idaho,GNZ
Blue Cross Blue Shield of Michigan,GOA
Blue Cross Blue Shield of Massachusetts,GOB
Blue Cross Blue Shield of Massachusetts,GOC
Blue Cross Blue Shield of North Carolina,GOD
Regence Blue Cross Blue Shield of Oregon,GOE
Independence Blue Cross,GOF
CareFirst BCBS,GOG
Blue Cross Blue Shield of Georgia,GOH
Wellmark BCBS,GOI
Capital BlueCross,GOJ
CareFirst BCBS,GOK
Independence Blue Cross,GOL
CareFirst BCBS,GOM
Independence Blue Cross,GON
Blue Cross Blue Shield of South Carolina,GOO
Blue Cross Blue Shield of South Carolina,GOP
CareFirst BCBS,GOQ
Anthem Blue Cross of California,GOR
Wellmark BCBS,GOS
Regence Blue Cross Blue Shield of Oregon,GOT
Premera Blue Cross,GOU
Blue Cross Blue Shield of South Carolina,GOV
Independence Blue Cross,GOW
Wellmark BCBS,GOX
Blue Cross Blue Shield of Massachusetts,GOY
Unassigned,GOZ
Blue Cross Blue Shield of North Carolina,GPA
Blue Cross Blue Shield of Michigan,GPB
Florida Blue,GPC
Wellmark BCBS,GPD
Blue Shield of California,GPE
Blue Cross Blue Shield of Nebraska,GPF
Blue Shield of California,GPG
Wellmark BCBS,GPH
Independence Blue Cross,GPI
Anthem BCBS of Wisconsin,GPJ
Wellmark BCBS,GPK
Blue Cross Blue Shield of Massachusetts,GPL
Anthem BCBS of Ohio,GPM
Anthem BCBS of Ohio,GPN
CareFirst BCBS,GPO
Wellmark BCBS,GPP
Anthem Blue Cross of California,GPQ
Empire Blue Cross Blue Shield,GPR
